al.Manufacturer,al.Model Number,al.Product Type,al.IP Address,al.MAC Address,al.PO Number,acc.Account Name,Lifecycle Asset Type,lm.Building Name,lm.Room Name,lm.Room Code,Install Date,Replacement Year
Rocware,RM702,Audio (Microphone),,,U000613719,University of Utah,Classroom,AEB,AEB 310,310,"Feb 10, 2026",2033
Hall Technologies,U22-160-DP,"TX, RX, Scaler",,,,University of Utah,Classroom,AEB,AEB 360,360,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Ruckus Networks,ICX-7450-48p,Networking,,,,Clearvista,Training Room,Headquarters,Operations Department,201,"Jul 15, 2026",2029
Araknis Networks,AN-110-SW-R-8,Networking,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,258,"Oct 24, 2023",2030
Crestron,Amp 225,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,AEB,AEB 310,310,"Feb 10, 2026",2033
,,Accessory,,,,University of Utah,Classroom,AEB,AEB 360,360,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Ruckus Networks,ICX-7450-48p,Networking,,,,Clearvista,Training Room,Headquarters,Operations Department,201,"Jul 15, 2026",2029
,LWMSB,Accessory,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,258,"Oct 24, 2023",2030
Crestron,TSW-760,User Interface,10.88.35.17,00.10.7f.c5.09.37,,University of Utah,Classroom,AEB,AEB 320,320,"Feb 10, 2026",2033
Videri,SR23202M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Lobby,200,"Jan 03, 2025",2032
Rocware,ROCWARE RC821U,Camera,,,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Sennheiser,TEAMCONNECTCEIL,Audio (Microphone),,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,230,"Oct 24, 2023",2030
Chief,CMA443,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,322,"Oct 24, 2023",2030
Chief,CMA443,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,327,"Oct 24, 2023",2030
Extron,42-120-13,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Classrooms,331,"Oct 24, 2023",2030
Kramer Electronics,KDSEN7,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Crestron,HD-TXC-4KZ-101,"TX, RX, Scaler",,,,University of Utah,Classroom,AEB,AEB 306 - F,306 - F,"Jan 01, 2019",2026
Chief,XTM1U,Accessory,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,231,"Oct 24, 2023",2030
AVPro Edge,ACEX70444KIT,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,322,"Oct 24, 2023",2030
AVPro Edge,ACEX70444KIT,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,327,"Oct 24, 2023",2030
Kramer Electronics,10-804080190,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,331,"Oct 24, 2023",2030
WattBox,WB-800-IPVM-12,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Sony,FW85BZ35L,Display,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,126,"Oct 24, 2023",2030
Extron,60-952-02,"TX, RX, Scaler",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
Sony,FW65BZ35L,Display,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Sony,FW65BZ35L,Display,,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Chief,MTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Panasonic,PT-VMZ51,Display,,,U000585174,University of Utah,Classroom,AEB,AEB 306,306,"Sep 15, 2025",2032
Yealink,1303108,Wireless Presentation,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,230,"Oct 24, 2023",2030
Chief,RPAU,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,322,"Oct 24, 2023",2030
Chief,RPAU,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,327,"Oct 24, 2023",2030
Chief,CMA443,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,331,"Oct 24, 2023",2030
Epson,V12H758020,Camera,,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.88.35.9,00:10:7f:b3:95:b6,,University of Utah,Classroom,AEB,AEB 306 - F,306 - F,"Jan 01, 2019",2026
Biamp,Tesira Dan Forte,Control Processor,,,,University of Utah,Classroom,GC,GC 2560,2560,"Jan 01, 2019",2026
Crestron,AMP-225,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BEHS,BEHS 102,102,"Jan 01, 2019",2026
Crestron,6 Inch,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BEHS,BEHS 108,108,"Jan 01, 2019",2026
Trendnet,TPE-TG44g/A,Networking,,,,University of Utah,Classroom,BUC,BUC 203 - F,203 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.38.72,00.10.7f.e7.2f.62,,University of Utah,Classroom,BEHS,BEHS 114,114,"Jan 01, 2019",2026
Crestron,CEN-SW-POE-5,Networking,,,,University of Utah,Classroom,BUC,BUC 302 - F,302 - F,"Jan 01, 2019",2026
Crestron,TSW-770,User Interface,10.80.41.188,c4.42.68.35.f6.8a,,University of Utah,Classroom,FASB,FASB 250 - F,250 - F,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI,Camera,,,,University of Utah,Classroom,GC,GC 2781,2781,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.72.32.144,00:10:7f:ce:89:05,,University of Utah,Classroom,HPR N,HRP N 218 - F,218 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.72.36.232,00.10.7f.ab.d6.f4,,University of Utah,Classroom,HSEB,HSEB 1007,1007,"Jan 01, 2019",2026
Atlona,T-HDVS-CAM-CMNT,Camera,,,,University of Utah,Classroom,GC,GC 1760,1760,"Jan 01, 2019",2026
Magewell,,Accessory,,,,University of Utah,Classroom,GC,GC 2575,2575,"Jan 01, 2019",2026
Trendnet,TPE-TG44E,Networking,,,,University of Utah,Classroom,BEHS,BEHS 105,105,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.88.40.6,00.10.7f.ce.e5.4e,,University of Utah,Classroom,BUC,BUC 105 - F,105 - F,"Jan 01, 2019",2026
Trendnet,TPE-TG44g/A,Networking,,,,University of Utah,Classroom,BUC,BUC 206 - F,206 - F,"Jan 01, 2019",2026
Crestron,AMP-225,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BEHS,BEHS 116,116,"Jan 01, 2019",2026
Shure,MX418,Audio (Microphone),,,,University of Utah,Classroom,CTIHB,CTIHB 101 - F,101 - F,"Jan 01, 2019",2026
Magewell,USB Capture HDMI Plus,Accessory,,,,University of Utah,Classroom,FASB,FASB 295 - F,295 - F,"Jan 01, 2019",2026
Atlona,Camera,Camera,,,,University of Utah,Classroom,GC,GC 3640,3640,"Jan 01, 2019",2026
2,"6"" wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,HPR N,HPR N 225 - F,225 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.72.36.22,00.10.7f.b4.c0.ea,,University of Utah,Classroom,HSEB,HSEB 1130,1130,"Jan 01, 2019",2026
Shure,MX202 W,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 1780,1780,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,AEB,AEB 360 - F,360 - F,"Jan 01, 2019",2026
Crestron,AMP-225,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BEHS,BEHS 106,106,"Jan 01, 2019",2026
Epson,PowerLite L510U,Display,10.88.40.18,38.1a.52.8c.fc.55,,University of Utah,Classroom,BUC,BUC 107 - F,107 - F,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BUC,BUC 207-F,207-F,"Jan 01, 2019",2026
Crestron,CEN-SW-POE-5,Networking,,,,University of Utah,Classroom,BUC,BUC 211 - F,211 - F,"Jan 01, 2019",2026
Atlona,AT-USB-EX100-TX,Accessory,,,,University of Utah,Classroom,CTIHB,CTIHB 109 - F,109 - F,"Jan 01, 2019",2026
Panasonic,PTMZ780,Display,,,,University of Utah,Classroom,GC,GC 2660,2660,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.80.38.10,00.10.7f.eb.d1.9d,,University of Utah,Classroom,HEB,HEB 2002 - F,2002 - F,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,HPR N,HPR N 242 - F,242 - F,"Jan 01, 2019",2026
Rocware,RM-702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 3100B,3100B,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.4.161,00.10.7f.9e.2d.7d,,University of Utah,Classroom,GC,GC 2560,2560,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.88.38.10,00.10.7f.eb.cd.eb,,University of Utah,Classroom,BEHS,BEHS 102,102,"Jan 01, 2019",2026
Panasonic,PT-VMZ51,Display,,,,University of Utah,Classroom,BEHS,BEHS 108,108,"Jan 01, 2019",2026
Trendnet,TPE-TG44g/A,Networking,,,,University of Utah,Classroom,BUC,BUC 108 - F,108 - F,"Jan 01, 2019",2026
Crestron,HD-TXC-4KZ-101-1G-W,"TX, RX, Scaler",,,,University of Utah,Classroom,BEHS,BEHS 113,113,"Jan 01, 2019",2026
1 Hanging from ceiling,,Audio (Microphone),,,,University of Utah,Classroom,BUC,BUC 301 - F,301 - F,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,,,University of Utah,Classroom,FASB,FASB 101 - F,101 - F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.4.4.181,c4.42.68.54.8d.b7,,University of Utah,Classroom,GC,GC 2760,2760,"Jan 01, 2019",2026
Crestron,HD-TX-201-C-2G-E,"TX, RX, Scaler",,,,University of Utah,Classroom,HEB,HEB 2010 - F,2010 - F,"Jan 01, 2019",2026
Crestron,TSW-770,User Interface,10.72.32.77,c4.42.68.69.35.24,,University of Utah,Classroom,HPR E,HPR E 206 - F,206 - F,"Jan 01, 2019",2026
Pixie,,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 3100D,3100D,"Jan 01, 2019",2026
Stewart,,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1160-F,1160-F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.72.36.50,00.10.7f.be.48.01,,University of Utah,Classroom,HSEB,HSEB 1750,1750,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,JTB,JTB 120,120,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAMHDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 3100A,3100A,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.80.41.142,,,University of Utah,Classroom,WBB,WBB 207 - F,207 - F,"Jan 01, 2019",2026
Trendnet,,Networking,,,,University of Utah,Classroom,MLIB,MLIB 1160-F,1160-F,"Jan 01, 2019",2026
DTEN,DB40355e,Accessory,,58:6c:25:d0:45:ee,,University of Utah,Classroom,HSEB,HSEB 1730,1730,"Jan 01, 2019",2026
Magewell,,Accessory,,,,University of Utah,Classroom,JTB,JTB 110,110,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 2938,2938,"Jan 01, 2019",2026
Crestron,DM-RMC-4KZ-Scaler-C,"TX, RX, Scaler",,00.10.7f.ee.ed.2b,,University of Utah,Classroom,MLIB,MLIB 1725-F,1725-F,"Jan 01, 2019",2026
Panasonic,PT-VMZ50,Display,10.88.2.161,42.36.4e.a6.fe.96,,University of Utah,Classroom,MLIB,MLIB 1160-F,1160-F,"Jan 01, 2019",2026
Crestron,DMPS3-300-c,Control Processor,10.72.36.40,00.10.7f.be.50.c6,,University of Utah,Classroom,HSEB,HSEB 1730,1730,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.80.34.135,00.10.7f.9d.62.75,,University of Utah,Classroom,JTB,JTB 110,110,"Jan 01, 2019",2026
Rocware,RM702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 2931,2931,"Jan 01, 2019",2026
dmps,,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 5100B,5100B,"Jan 01, 2019",2026
Crestron,HD-TX3-C-B,"TX, RX, Scaler",,,,University of Utah,Classroom,MLIB,MLIB 1150 - F,1150 - F,"Jan 01, 2019",2026
Crestron,AM-3200-WF,Wireless Presentation,,,,University of Utah,Classroom,MCD,MCD 130 - F,130 - F,"Jan 01, 2019",2026
Crestron,RMC4,Control Processor,10.72.37.35,c4.42.68.6d.61.66,,University of Utah,Classroom,HSEB,HSEB 5100D,5100D,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 2929,2929,"Jan 01, 2019",2026
Shure,MX202W-A/C,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 5100B,5100B,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.88.38.50,00.10.7f.eb.cc.29,,University of Utah,Classroom,BEHS,BEHS 110,110,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.38.52,00.10.7f.e7.2d.19,,University of Utah,Classroom,BEHS,BEHS 110,110,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,BEHS,BEHS 110,110,"Jan 01, 2019",2026
Rocware,RM702A,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS 110,110,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 1C112,1C112,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 4C050,4C050,"Mar 28, 2024",2030
Shure,MXA910W-US,Audio (Microphone),,,,University Health Care,Conference Room,Helix,Large Conf 2C115,2C115,"Mar 28, 2024",2030
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Small Conf 1C050,1C050,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 1C202,1C202,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Meeting Room 5N134,5N134,"Mar 28, 2024",2030
Samsung,QB85R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 1C108,1C108,"Mar 28, 2024",2030
Shure,MXA910W-US,Audio (Microphone),,,,University Health Care,Conference Room,Helix,Large Conf 3C115,3C115,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 2C106,2C106,"Mar 28, 2024",2030
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Medium Conf 2C050,2C050,"Mar 28, 2024",2030
Samsung,QB98R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 1C120,1C120,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 5N212,5N212,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,PACS Office 2S158,2S158,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 3S137,3S137,"Mar 28, 2024",2030
Mid Atlantic,UPX-RLNK-2000R-8,Accessory,,,DO8102208169862,Utah Department of Transportation - Traffic Operations Center,Operation Center,Traffic Operations Center,TOC,TOC,"Feb 14, 2023",2033
Samsung,QM65R,Display,,,,University Health Care,Digital Signage,Helix,Building Wide Digital Signage,,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 4S131,4S131,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 3N101,3N101,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 2C2000,2C2000,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Huddle Room,Helix,Huddle 5S110,5S110,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 5S105,5S105,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 3S131,3S131,"Mar 28, 2024",2030
Vaddio,RoboSHOT 30E HDBT,Camera,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Barco,CSE200,Wireless Presentation,,,4573172293,Henkel of America,Conference Room,,HR Conference Room,,"Dec 31, 2019",2026
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Crestron,DMPS3-300-C,Control Processor,10.80.37.75,00.10.7f.9d.5f.b5,,University of Utah,Classroom,MEB,MEB 2325,2325,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.88.35.20,00.10.7f.cb.8a.a1,,University of Utah,Classroom,AEB,AEB 340 - F,340 - F,"Jan 01, 2019",2026
Panasonic,PT-RZ120L,Display,,,,University of Utah,Classroom,GC,GC 2900P,2900P,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,GC,GC 4660,4660,"Jan 01, 2019",2026
Crestron,DM-RMC-4K-100-C,"TX, RX, Scaler",,,,University of Utah,Classroom,GC,GC 5750,5750,"Jan 01, 2019",2026
Crestron,AM-3000-WF,Wireless Presentation,10.72.40.16,c4.42.68.57.97.e4,,University of Utah,Classroom,HSEB,HSEB 1700,1700,"Jan 01, 2019",2026
Crestron,HD-RX-4K-210-C-E,"TX, RX, Scaler",10.72.37.23,,,University of Utah,Classroom,HSEB,HSEB 4100A,4100A,"Jan 01, 2019",2026
Inaccessable,,Networking,,,,University of Utah,Classroom,HSEB,HSEB 5100A,5100A,"Jan 01, 2019",2026
Panasonic,PT-VMZ62,Display,,,,University of Utah,Classroom,AEB,AEB 350 - F,350 - F,"Jan 01, 2019",2026
Panasonic,PT-RZ120L,Display,,,,University of Utah,Classroom,GC,GC 2950P,2950P,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,GC,GC 4680,4680,"Jan 01, 2019",2026
Crestron,DM-TX-200-C-2G,"TX, RX, Scaler",,,,University of Utah,Classroom,GC,GC 5750,5750,"Jan 01, 2019",2026
Camera,,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 1700,1700,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C-1G-W-T,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 4100B,4100B,"Jan 01, 2019",2026
Crestron,DMPS3-4K-250-C,Control Processor,10.87.16.11,C4:42:68:59:09:7D,,University of Utah,Classroom,ST,ST E1105,E1105,"Jan 01, 2019",2026
Trendnet,TPE-1G,Networking,,,,University of Utah,Classroom,AEB,AEB 350 - F,350 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.5.12,00.10.7f.a3.01.66,,University of Utah,Classroom,GC,GC 3015,3015,"Jan 01, 2019",2026
Magewell,USb Capture,Accessory,,,,University of Utah,Classroom,GC,GC 4700,4700,"Jan 01, 2019",2026
Epson,PU1007B,Display,192.168.1.35,38.1a.52.b1.05.cc,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2004,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 2680,2680,"Jan 01, 2019",2026
Rocware,RM702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 2958,2958,"Jan 01, 2019",2026
Crestron,TSW-1060,User Interface,10.88.4.72,00.10.7f.a5.71.8b,,University of Utah,Classroom,GC,GC 1900,1900,"Jan 01, 2019",2026
Yamaha,BD-S477,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1715 - F,1715 - F,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,,,,University of Utah,Classroom,GC,GC 3680,3680,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.80.34.157,00.10.7f.a6.4b.d8,,University of Utah,Classroom,JTB,JTB 310,310,"Jan 01, 2019",2026
Crestron,DM-RMC-4KZ-100-C,Accessory,,,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2008,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAMHDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 3515A,3515A,"Jan 01, 2019",2026
Crestron,RMC4,Control Processor,10.72.37.25,c4.42.68.6d.62.55,,University of Utah,Classroom,HSEB,HSEB 4100D,4100D,"Jan 01, 2019",2026
Sony,FW98BZ53L,Display,,,,Onset Financial,Conference Room,St. George Office,2nd Floor Conf Room,,"Jul 28, 2025",2032
Yealink,1303108,Wireless Presentation,,,,Weber State University,Classroom,McKay Engineering,Classroom AV,301,"Oct 24, 2023",2030
Crestron,AM-3100,Wireless Presentation,,,,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Crestron,Crestron DMF-CI-8,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Sony,FW75BZ40L,Display,,,,Weber State University,Classroom,McKay Engineering,Maker Space,101,"Oct 24, 2023",2030
Sony,FW65BZ35L,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,324,"Oct 24, 2023",2030
Radio Design Labs,STD-10K,Accessory,,,,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Crestron,Crestron DMF-CI-8,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Yealink,1303108,Wireless Presentation,,,,Weber State University,Classroom,McKay Engineering,Open Study 100B,100B,"Oct 24, 2023",2030
Sony,FW55BZ30L,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,302,"Oct 24, 2023",2030
AtlasIED,FAP42T,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Lenovo,P3 Ultra SFF Gen 2 Workstation,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Lumens,VC-R30B,Camera,,,,Weber State University,Classroom,McKay Engineering,Open Study 100F,100F,"Oct 24, 2023",2030
Chief,LTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,332,"Oct 24, 2023",2030
Trendnet,TPE-1G,Networking,,,,University of Utah,Classroom,AEB,AEB 350,350,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Crestron,TS-770-B-S,User Interface,,,,Weber State University,Classroom,McKay Engineering,Divisible Classroom 010 A/B,010A/B,"Oct 24, 2023",2030
Kramer Electronics,FC6,Control Processor,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
Extron,60-604-02,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
